Non-threaded: 183.745
1, 183.722
2, 136.805
3, 103.951
4, 87.1547
5, 80.7043
6, 55.2152
7, 51.7508
8, 54.1703
9, 52.1438
10, 37.7284
11, 33.5312
12, 31.4149
13, 27.7163
14, 29.8988
15, 25.0089
16, 23.6792
17, 26.3257
18, 24.6056
19, 21.2638
20, 19.2505
21, 19.6983
22, 17.4628
23, 17.8851
24, 16.1024
25, 16.5681
26, 19.0515
27, 19.5681
28, 18.4346
29, 18.8207
30, 19.7875
31, 18.3402
32, 18.817
33, 17.3531
34, 16.6921
35, 16.2585
36, 16.805
37, 15.6055
38, 15.15
39, 15.91
40, 16.176
41, 13.7681
42, 13.9211
43, 15.2081
44, 12.2134
45, 9.0136
46, 10.5625
47, 8.77297
48, 8.93723
49, 10.4011
50, 9.2006
51, 8.39275
52, 8.155
53, 7.89655
54, 11.3871
55, 11.0316
56, 8.89045
57, 7.3628
58, 8.85579
59, 6.99303
60, 7.24869
61, 7.31257
62, 7.076
63, 6.99853
64, 7.31943
65, 7.34533
66, 6.77597
67, 7.35214
68, 6.15915
69, 6.43877
70, 6.42675
71, 6.31605
72, 5.99811
73, 6.38804
74, 6.29666
75, 5.93472
76, 5.84274
77, 5.7299
78, 5.89275
79, 6.06018
80, 6.00624
81, 5.55983
82, 5.68136
83, 6.1792
84, 5.55446
85, 5.47984
86, 5.9231
87, 6.29779
88, 5.29228
89, 6.24028
90, 5.24883
91, 5.97518
92, 5.35249
93, 5.69841
94, 5.64392
95, 5.39895
96, 5.71507
97, 5.36924
98, 5.4765
99, 5.63872
100, 5.08728
101, 5.32663
102, 5.34227
103, 4.97156
104, 5.16784
105, 5.28655
106, 7.56706
107, 7.93708
108, 8.40607
109, 7.80305
110, 8.15904
111, 7.738
112, 8.19515
113, 8.06096
114, 8.12349
115, 7.74003
116, 7.63984
117, 7.54583
118, 7.66839
119, 8.15624
120, 8.35058
121, 7.32125
122, 7.63201
123, 7.60407
124, 7.91806
125, 7.18311
126, 7.1663
127, 7.69929
128, 7.199
129, 7.39309
130, 7.88534
131, 7.28102
132, 7.53885
133, 7.30214
134, 7.23315
135, 6.93878
136, 7.16604
137, 7.02551
138, 7.40586
139, 6.67925
140, 7.30393
141, 7.27293
142, 7.0094
143, 7.04893
144, 7.12505
145, 7.18534
146, 6.98682
147, 7.04287
148, 6.82107
149, 7.10209
150, 7.24991
151, 6.87058
152, 7.15362
153, 7.11404
154, 7.03416
155, 6.6998
156, 7.05868
157, 6.61112
158, 6.57107
159, 6.48424
160, 6.66452
161, 6.8831
162, 6.70024
163, 6.96316
164, 6.91301
165, 7.22014
166, 6.46498
167, 6.97202
168, 6.63511
169, 6.55929
170, 6.47227
171, 6.86304
172, 6.6038
173, 6.35322
174, 6.40352
175, 6.28745
176, 6.4275
177, 6.64959
178, 6.51869
179, 6.34563
180, 6.2636
181, 6.19212
182, 6.47101
183, 6.71725
184, 4.18915
185, 4.24654
186, 4.27817
187, 4.45587
188, 4.43338
189, 4.32229
190, 4.48206
191, 4.37351
192, 4.41793
193, 4.13848
194, 4.47233
195, 4.3793
196, 4.25334
197, 4.47376
198, 4.58691
199, 4.56354
200, 4.24197
201, 4.16129
202, 4.34656
203, 4.23757
204, 4.27611
205, 4.29197
206, 4.33484
207, 4.03456
208, 4.04835
209, 4.30758
210, 4.36356
211, 4.10535
212, 4.1952
213, 4.1518
214, 4.14661
215, 4.02777
216, 4.42466
217, 4.08162
218, 4.06154
219, 4.11583
220, 4.15411
221, 4.5051
222, 4.17969
223, 5.06697
224, 5.71578
225, 5.55213
